Tracking No,Scan Type,Scan Date,Scan Date Only,Latitude,Longitude,Run No.
2496260043136601ERR005AN,Delivery,19/03/2019 12:49:12,19/03/19,-41.2466791,174.7970954,WCP205  
8230213453019401WLG001AN,Delivery,19/03/2019 12:50:05,19/03/19,-41.2466046,174.796826,WCP205  
2168657603411001WLG003ON,Delivery,19/03/2019 12:50:07,19/03/19,-41.2466046,174.796826,WCP205  
4690960005295401WLG001JN,Delivery,19/03/2019 12:50:09,19/03/19,-41.2466046,174.796826,WCP205  
91094210320408580244,Delivery,19/03/2019 12:51:13,19/03/19,-41.2463794,174.7966165,WCP205  
8343303453000601WLG001QS,Delivery,19/03/2019 12:52:31,19/03/19,-41.2456847,174.795047,WCP205  
8744793453187501WLG000OS,Delivery,19/03/2019 12:54:57,19/03/19,-41.2450269,174.7961908,WCP205  
8744793453210301WLG000OS,Delivery,19/03/2019 12:55:01,19/03/19,-41.2450269,174.7961908,WCP205  
4765490001580301WLG004DN,Delivery,19/03/2019 12:59:25,19/03/19,-41.2451366,174.7951694,WCP205  
2720560002236701WLG001AS,Delivery,19/03/2019 13:00:36,19/03/19,-41.2450574,174.7941143,WCP205  
LD589554506NZ,Delivery,19/03/2019 13:10:41,19/03/19,-41.2439768,174.7940482,WCP205  
HA203579156NZ,Delivery,19/03/2019 13:16:20,19/03/19,-41.2434507,174.7946096,WCP205  
3555180050739401WLG015AS,Delivery,19/03/2019 13:17:09,19/03/19,-41.2434585,174.7949546,WCP205  
LY119980700NZ,Delivery,19/03/2019 13:23:15,19/03/19,-41.2436149,174.79629,WCP205  
3951110019499501WLG003QS,Delivery,19/03/2019 13:24:31,19/03/19,-41.2428912,174.7966479,WCP205  
LZ970597094NZ,Delivery,19/03/2019 13:26:34,19/03/19,-41.2410742,174.795041,WCP205  
8343793453079501WLG000IS,Delivery,19/03/2019 13:27:52,19/03/19,-41.2409184,174.7954677,WCP205  
EE049468730NZ,Delivery,19/03/2019 13:30:13,19/03/19,-41.2405085,174.7962401,WCP205  
4332890007241101WLG003DN,Delivery,19/03/2019 13:32:07,19/03/19,-41.2399436,174.7967722,WCP205  
3571170804660201WLG015AN,Delivery,19/03/2019 13:34:13,19/03/19,-41.2394773,174.7968235,WCP205  
EE050220857NZ,Delivery,19/03/2019 13:37:38,19/03/19,-41.2414318,174.7966727,WCP205  
8547163453019901WLG002BN,Delivery,19/03/2019 13:39:35,19/03/19,-41.2415436,174.7978126,WCP205  
MR584279311NZ,Delivery,19/03/2019 13:41:30,19/03/19,-41.2418108,174.798286,WCP205  
SA808196438NZ,Delivery,19/03/2019 13:43:32,19/03/19,-41.2423385,174.7994867,WCP205  
EE049392378NZ,Delivery,19/03/2019 13:43:35,19/03/19,-41.2423385,174.7994867,WCP205  
SR093839007NZ,Delivery,19/03/2019 13:43:36,19/03/19,-41.2423385,174.7994867,WCP205  
LZ970600451NZ,Delivery,19/03/2019 13:45:11,19/03/19,-41.2424533,174.7995989,WCP205  
SA810704876NZ,Delivery,19/03/2019 13:46:29,19/03/19,-41.241531,174.7992588,WCP205  
8343273453000501WLG001AS,Delivery,19/03/2019 13:49:34,19/03/19,-41.2408041,174.7984107,WCP205  
3914880600518401WLG003QN,Delivery,19/03/2019 13:52:28,19/03/19,-41.243057,174.801467,WCP205  
LE090466972NZ,Delivery,19/03/2019 13:53:21,19/03/19,-41.2419499,174.802569,WCP205  
HA203387346NZ,Delivery,19/03/2019 13:58:02,19/03/19,-41.2415771,174.8007716,WCP205  
HA203387607NZ,Delivery,19/03/2019 13:58:04,19/03/19,-41.2415771,174.8007716,WCP205  
SA801038857NZ,Delivery,19/03/2019 13:59:45,19/03/19,-41.2418016,174.8008059,WCP205  
DP733412697NZ,Delivery,19/03/2019 14:04:12,19/03/19,-41.2439585,174.7993355,WCP205  
4697120006744601WLG002HN,Delivery,19/03/2019 14:05:19,19/03/19,-41.2439708,174.798924,WCP205  
CO283138230NZ,Delivery,19/03/2019 14:06:50,19/03/19,-41.2442438,174.7980331,WCP205  
2986680126792801WLG001AS,Delivery,19/03/2019 14:08:49,19/03/19,-41.2436745,174.7978396,WCP205  
4692310000952801WLG001JS,Delivery,19/03/2019 14:12:41,19/03/19,-41.2424722,174.7970138,WCP205  
0746300002192101ERR000HS,Delivery,19/03/2019 14:15:23,19/03/19,-41.243821,174.7934658,WCP205  
CO283038259NZ,Delivery,19/03/2019 14:15:26,19/03/19,-41.243821,174.7934658,WCP205  
FF158651263NZ,Acceptance,19/03/2019 14:16:45,19/03/19,-41.2438698,174.793503,WCP205  
8728073449843101WLG014AN,Delivery,19/03/2019 14:22:08,19/03/19,-41.2529314,174.8015569,WCP205  
8728073449843101WLG014AN,Delivery,19/03/2019 14:22:33,19/03/19,-41.2529071,174.8014878,WCP205  
4465050000992801WLG001JS,Out for Delivery,19/03/2019 14:29:42,19/03/19,-41.2585254,174.7881729,WCP205  
4465050000992901WLG001HS,Out for Delivery,19/03/2019 14:29:43,19/03/19,-41.2585254,174.7881729,WCP205  
2952231641706101WLG004AN,Out for Delivery,19/03/2019 14:29:46,19/03/19,-41.2585254,174.7881729,WCP205  
FF158668856NZ,Acceptance,19/03/2019 14:31:15,19/03/19,-41.2585108,174.7882048,WCP205  
FF158651263NZ,Acceptance,19/03/2019 14:31:34,19/03/19,-41.2585108,174.7882048,WCP205  
EE050243291NZ,In Depot,19/03/2019 14:35:11,19/03/19,-41.2584426,174.7882591,WCP205  
EM027819156NZ,In Depot,19/03/2019 14:35:11,19/03/19,-41.2584426,174.7882591,WCP205  
4465050000992801WLG001JS,Delivery,19/03/2019 14:57:11,19/03/19,-41.2479694,174.8037709,WCP205  
4465050000992901WLG001HS,Delivery,19/03/2019 14:57:14,19/03/19,-41.2479694,174.8037709,WCP205  
4536540000101003WLG015AS,Delivery,19/03/2019 15:00:17,19/03/19,-41.2479388,174.7983545,WCP205  
8728073449830801WLG017AN,Delivery,19/03/2019 15:12:53,19/03/19,-41.2443955,174.7987784,WCP205  
2952231641706101WLG004AN,Delivery,19/03/2019 15:14:52,19/03/19,-41.2436801,174.7980144,WCP205  
4753980000017101WLG015AS,Delivery,19/03/2019 15:18:59,19/03/19,-41.2425937,174.7939089,WCP205  
YG001135049NZ,Delivery,19/03/2019 15:19:00,19/03/19,-41.2425937,174.7939089,WCP205  
SJ135572298NZ,Delivery,19/03/2019 15:22:22,19/03/19,-41.2405723,174.792248,WCP205  
4192580064247801WLG001AS,Delivery,19/03/2019 15:25:22,19/03/19,-41.2407441,174.793935,WCP205  
4434610000040601WLG000HN,Delivery,19/03/2019 15:27:06,19/03/19,-41.2405135,174.7942753,WCP205  
4612980000771101WLG002HN,Delivery,19/03/2019 15:32:11,19/03/19,-41.2376575,174.7975309,WCP205  
LD641611502NZ,Delivery,19/03/2019 15:32:12,19/03/19,-41.2376575,174.7975309,WCP205  
HA196856850NZ,Delivery,19/03/2019 15:35:52,19/03/19,-41.2418587,174.7914362,WCP205  
ON310161575NZ,Delivery,19/03/2019 15:37:05,19/03/19,-41.2410377,174.7907634,WCP205  
LY119716206NZ,Delivery,19/03/2019 15:40:50,19/03/19,-41.2427004,174.7920567,WCP205  
2664950012919301WLG005AS,Delivery,19/03/2019 15:42:34,19/03/19,-41.2431846,174.7900581,WCP205  
91094210311901798820,Delivery,19/03/2019 15:46:27,19/03/19,-41.2423778,174.7893735,WCP205  
LZ965643012NZ,Delivery,19/03/2019 15:46:29,19/03/19,-41.2423778,174.7893735,WCP205  
LV147387214NZ,Delivery,19/03/2019 15:46:32,19/03/19,-41.2423778,174.7893735,WCP205  
8000003453518901WLG000ON,Delivery,19/03/2019 15:46:35,19/03/19,-41.2423778,174.7893735,WCP205  
LT149181751NZ,Delivery,19/03/2019 15:47:28,19/03/19,-41.2425486,174.789147,WCP205  
LT148613861NZ,Delivery,19/03/2019 15:47:32,19/03/19,-41.2425486,174.789147,WCP205  
HA201442875NZ,Delivery,19/03/2019 15:49:39,19/03/19,-41.2436997,174.7916233,WCP205  
8530703450000501WLG000HN,Delivery,19/03/2019 15:52:25,19/03/19,-41.2438185,174.791515,WCP205  
91094210325010570480,Delivery,19/03/2019 15:54:01,19/03/19,-41.245172,174.7904249,WCP205  
00194210120389341677,Delivery,19/03/2019 15:56:32,19/03/19,-41.2447565,174.7914701,WCP205  
LY120031954NZ,Delivery,19/03/2019 15:59:41,19/03/19,-41.2446517,174.7900758,WCP205  
8219493453015501WLG003PN,Delivery,19/03/2019 16:02:52,19/03/19,-41.2436901,174.7916261,WCP205  
8343793453077402WLG024AS,Delivery,19/03/2019 16:06:21,19/03/19,-41.244374,174.7890684,WCP205  
4729410002723701WLG002RS,Delivery,19/03/2019 16:06:58,19/03/19,-41.244374,174.7890684,WCP205  
8343793453077401WLG024AS,Delivery,19/03/2019 16:07:09,19/03/19,-41.244374,174.7890684,WCP205  
DP980125580NZ,Delivery,19/03/2019 16:08:58,19/03/19,-41.2441017,174.7888315,WCP205  
JP273020457NZ,Delivery,19/03/2019 16:10:45,19/03/19,-41.2444766,174.7883708,WCP205  
8679993453002901WLG002PN,Delivery,19/03/2019 16:10:48,19/03/19,-41.2444766,174.7883708,WCP205  
2255910076599701ERR000QN,Delivery,19/03/2019 16:13:04,19/03/19,-41.2442539,174.7876853,WCP205  
CO289243474NZ,Delivery,19/03/2019 16:14:07,19/03/19,-41.2431934,174.787281,WCP205  
00193777791017665828,Attempted Delivery,19/03/2019 16:15:11,19/03/19,-41.243112,174.7871091,WCP205  
CTC14661772,Attempted Delivery,19/03/2019 16:17:01,19/03/19,-41.243112,174.7871091,WCP205  
4332890007246201WLG003JN,Delivery,19/03/2019 16:19:50,19/03/19,-41.2419832,174.7867459,WCP205  
8758443452012401WLG005AS,Delivery,19/03/2019 16:21:44,19/03/19,-41.2453559,174.7881843,WCP205  
8441513452006601WLG008AS,Delivery,19/03/2019 16:21:49,19/03/19,-41.2453559,174.7881843,WCP205  
ES086613294NZ,Delivery,19/03/2019 16:21:54,19/03/19,-41.2453559,174.7881843,WCP205  
2809330796202010WLG004AN,Delivery,19/03/2019 16:21:58,19/03/19,-41.2453559,174.7881843,WCP205  
8441513452006602WLG006AS,Delivery,19/03/2019 16:22:57,19/03/19,-41.2453559,174.7881843,WCP205  
LZ965660917NZ,Delivery,19/03/2019 16:24:51,19/03/19,-41.2456624,174.7880745,WCP205  
FF158653692NZ,Acceptance,19/03/2019 16:25:50,19/03/19,-41.2456521,174.7880146,WCP205  
LE207015380NZ,Delivery,19/03/2019 16:27:33,19/03/19,-41.245438,174.7862579,WCP205  
2255910076790301ERR000QN,Delivery,19/03/2019 16:29:19,19/03/19,-41.244624,174.7870643,WCP205  
EE047401735NZ,Delivery,19/03/2019 16:30:45,19/03/19,-41.2453895,174.7856337,WCP205  
LPKEN000000409331585,Delivery,19/03/2019 16:33:29,19/03/19,-41.2454789,174.7849422,WCP205  
LW113346771NZ,Delivery,19/03/2019 16:34:40,19/03/19,-41.2452196,174.7848658,WCP205  
LW113399981NZ,Delivery,19/03/2019 16:34:41,19/03/19,-41.2452196,174.7848658,WCP205  
LZ965650543NZ,Delivery,19/03/2019 16:34:44,19/03/19,-41.2452196,174.7848658,WCP205  
2809330795974610WLG000KN,Delivery,19/03/2019 16:35:48,19/03/19,-41.2453261,174.7846852,WCP205  
1236870001357501WLG004AS,Attempted Delivery,19/03/2019 16:37:33,19/03/19,-41.2457476,174.7845144,WCP205  
CTC14661773,Attempted Delivery,19/03/2019 16:38:32,19/03/19,-41.2457476,174.7845144,WCP205  
2986680126826501WLG001AS,Delivery,19/03/2019 16:40:13,19/03/19,-41.2457998,174.785206,WCP205  
FF158678558NZ,Acceptance,19/03/2019 16:42:03,19/03/19,-41.2457826,174.7852066,WCP205  
2809330796102110WLG000KN,Delivery,19/03/2019 16:45:01,19/03/19,-41.2467077,174.7856511,WCP205  
DY733465195NZ,Delivery,19/03/2019 16:46:02,19/03/19,-41.2466207,174.7859247,WCP205  
4729410002684201WLG002HN,Delivery,19/03/2019 16:47:30,19/03/19,-41.2470161,174.7857266,WCP205  
CO283038789NZ,Delivery,19/03/2019 16:49:59,19/03/19,-41.2463397,174.7841223,WCP205  
1236870001357501WLG004AS,In Depot,19/03/2019 16:54:42,19/03/19,-41.2465234,174.7910162,WCP205  
00193777791017665828,In Depot,19/03/2019 16:54:53,19/03/19,-41.2465234,174.7910162,WCP205  
OC310207201NZ,Out for Delivery,20/03/2019 09:27:22,20/03/19,-41.2584426,174.7880556,WCP205  
BV733350975NZ,Out for Delivery,20/03/2019 09:27:33,20/03/19,-41.2584426,174.7880556,WCP205  
00093312591036003652,Out for Delivery,20/03/2019 09:27:45,20/03/19,-41.2584426,174.7880556,WCP205  
91094210325010570527,Out for Delivery,20/03/2019 09:27:49,20/03/19,-41.2584426,174.7880556,WCP205  
8634193454002601WLG001AN,Out for Delivery,20/03/2019 09:27:55,20/03/19,-41.2584426,174.7880556,WCP205  
MR569129155NZ,Out for Delivery,20/03/2019 09:28:01,20/03/19,-41.2584426,174.7880556,WCP205  
MQ640484405NZ,Out for Delivery,20/03/2019 09:28:18,20/03/19,-41.2584426,174.7880556,WCP205  
3551260207224901WLG003JN,Out for Delivery,20/03/2019 09:28:27,20/03/19,-41.2584426,174.7880556,WCP205  
LY119429134NZ,Out for Delivery,20/03/2019 09:28:32,20/03/19,-41.2584426,174.7880556,WCP205  
3914930066593701WLG015AN,Out for Delivery,20/03/2019 09:28:37,20/03/19,-41.2584426,174.7880556,WCP205  
SA794447261NZ,Out for Delivery,20/03/2019 09:28:48,20/03/19,-41.2584426,174.7880556,WCP205  
3329130251008401WLG003AS,Out for Delivery,20/03/2019 09:28:55,20/03/19,-41.2584426,174.7880556,WCP205  
1219320002691404WLG010AN,Out for Delivery,20/03/2019 09:28:59,20/03/19,-41.2584426,174.7880556,WCP205  
1219320002691403WLG010AN,Out for Delivery,20/03/2019 09:29:00,20/03/19,-41.2584426,174.7880556,WCP205  
4536540000101002WLG015AS,Out for Delivery,20/03/2019 09:29:28,20/03/19,-41.2584426,174.7880556,WCP205  
2772650007066801AKL001BN,Out for Delivery,20/03/2019 09:29:43,20/03/19,-41.2584426,174.7880556,WCP205  
3889920026122501WLG027AS,Out for Delivery,20/03/2019 09:29:51,20/03/19,-41.2584426,174.7880556,WCP205  
00394198420031542807,Out for Delivery,20/03/2019 09:30:06,20/03/19,-41.2584426,174.7880556,WCP205  
4503750010224101WLG001AS,Out for Delivery,20/03/2019 09:30:14,20/03/19,-41.2584426,174.7880556,WCP205  
4517650035839301WLG002PN,Out for Delivery,20/03/2019 09:30:20,20/03/19,-41.2584426,174.7880556,WCP205  
2644280009352701WLG003AS,Out for Delivery,20/03/2019 09:30:25,20/03/19,-41.2584426,174.7880556,WCP205  
LY113488664NZ,Out for Delivery,20/03/2019 09:30:53,20/03/19,-41.2584426,174.7880556,WCP205  
CO289165595NZ,Out for Delivery,20/03/2019 09:32:46,20/03/19,-41.2586305,174.7881347,WCP205  
OD112612073NZ,Out for Delivery,20/03/2019 09:33:12,20/03/19,-41.2586305,174.7881347,WCP205  
LE635665696NZ,Out for Delivery,20/03/2019 09:33:34,20/03/19,-41.2586305,174.7881347,WCP205  
2952235638808901WLG001AS,Out for Delivery,20/03/2019 09:33:42,20/03/19,-41.2586305,174.7881347,WCP205  
91094210320408607316,Out for Delivery,20/03/2019 09:33:53,20/03/19,-41.2586305,174.7881347,WCP205  
00093312591035988158,Out for Delivery,20/03/2019 09:33:58,20/03/19,-41.2586305,174.7881347,WCP205  
00394198420031542364,Out for Delivery,20/03/2019 09:34:05,20/03/19,-41.2586305,174.7881347,WCP205  
8230213454014401WLG001AN,Out for Delivery,20/03/2019 09:34:16,20/03/19,-41.2586305,174.7881347,WCP205  
AJ004332958NZ,Out for Delivery,20/03/2019 09:34:19,20/03/19,-41.2586305,174.7881347,WCP205  
JJ201812831NZ,Out for Delivery,20/03/2019 09:34:50,20/03/19,-41.2584998,174.7878798,WCP205  
OC310205007NZ,Out for Delivery,20/03/2019 09:35:00,20/03/19,-41.2584998,174.7878798,WCP205  
MQ325538350NZ,Out for Delivery,20/03/2019 09:35:11,20/03/19,-41.2585206,174.7879018,WCP205  
LD459321346NZ,Out for Delivery,20/03/2019 09:35:21,20/03/19,-41.2585206,174.7879018,WCP205  
LT148171568NZ,Out for Delivery,20/03/2019 09:35:53,20/03/19,-41.258549,174.7879576,WCP205  
3914930808376401WLG015AN,Out for Delivery,20/03/2019 09:36:00,20/03/19,-41.258549,174.7879576,WCP205  
4666960004267101WLG002FN,Out for Delivery,20/03/2019 09:36:06,20/03/19,-41.258549,174.7879576,WCP205  
4761200000393201WLG001DN,Out for Delivery,20/03/2019 09:36:18,20/03/19,-41.258549,174.7879576,WCP205  
4628910000024801WLG002OS,Out for Delivery,20/03/2019 09:36:19,20/03/19,-41.258549,174.7879576,WCP205  
01942103130007179573,Out for Delivery,20/03/2019 09:36:20,20/03/19,-41.258549,174.7879576,WCP205  
4324470000288501WLG002AS,Out for Delivery,20/03/2019 09:36:47,20/03/19,-41.258629,174.7880666,WCP205  
2662240026256601WLG002DN,Out for Delivery,20/03/2019 09:36:53,20/03/19,-41.258629,174.7880666,WCP205  
3511140022538701WLG003JS,Out for Delivery,20/03/2019 09:37:09,20/03/19,-41.2585792,174.7879947,WCP205  
2809330796410210WLG004AN,Out for Delivery,20/03/2019 09:37:12,20/03/19,-41.2585792,174.7879947,WCP205  
4444060001182101WLG002DN,Out for Delivery,20/03/2019 09:37:21,20/03/19,-41.2585792,174.7879947,WCP205  
EE049904911NZ,Out for Delivery,20/03/2019 09:37:38,20/03/19,-41.2585155,174.7878839,WCP205  
LA904365757NZ,Out for Delivery,20/03/2019 09:38:06,20/03/19,-41.2584853,174.7878584,WCP205  
4237240005728101WLG008AS,Out for Delivery,20/03/2019 09:38:29,20/03/19,-41.258598,174.7880345,WCP205  
2952231258813301WLG005AS,Out for Delivery,20/03/2019 09:38:41,20/03/19,-41.2586119,174.7880572,WCP205  
LA116165067NZ,Out for Delivery,20/03/2019 09:38:42,20/03/19,-41.2586119,174.7880572,WCP205  
SG269342455NZ,Out for Delivery,20/03/2019 09:40:23,20/03/19,-41.2585205,174.7879307,WCP205  
LT147995965NZ,Out for Delivery,20/03/2019 09:40:27,20/03/19,-41.2585205,174.7879307,WCP205  
EZ621385974NZ,Out for Delivery,20/03/2019 09:40:33,20/03/19,-41.2585205,174.7879307,WCP205  
DP034675449NZ,Out for Delivery,20/03/2019 09:40:37,20/03/19,-41.2585205,174.7879307,WCP205  
LZ965684388NZ,Out for Delivery,20/03/2019 09:40:47,20/03/19,-41.2585205,174.7879307,WCP205  
1167930002600205WLG015FS,Out for Delivery,20/03/2019 09:41:22,20/03/19,-41.2585934,174.7880422,WCP205  
1167930002600201WLG015FS,Out for Delivery,20/03/2019 09:42:35,20/03/19,-41.2584189,174.7878448,WCP205  
93094210332200620981,Out for Delivery,20/03/2019 09:43:05,20/03/19,-41.2585124,174.7877493,WCP205  
1167930002600202WLG015FS,Out for Delivery,20/03/2019 09:43:27,20/03/19,-41.2584487,174.7877329,WCP205  
1167930002600206WLG015FS,Out for Delivery,20/03/2019 09:43:35,20/03/19,-41.2584487,174.7877329,WCP205  
1167930002600203WLG015FS,Out for Delivery,20/03/2019 09:44:00,20/03/19,-41.2584487,174.7877329,WCP205  
00194210120389456043,Out for Delivery,20/03/2019 09:44:12,20/03/19,-41.2584487,174.7877329,WCP205  
2809330796415810WLG004AN,Out for Delivery,20/03/2019 09:46:00,20/03/19,-41.2584525,174.7877835,WCP205  
CO269482740NZ,Out for Delivery,20/03/2019 09:46:10,20/03/19,-41.2584525,174.7877835,WCP205  
1219320002691402WLG012AN,Out for Delivery,20/03/2019 09:46:20,20/03/19,-41.2584525,174.7877835,WCP205  
3640240005776401WLG011AS,Out for Delivery,20/03/2019 09:46:33,20/03/19,-41.2584525,174.7877835,WCP205  
00194210120389453899,Out for Delivery,20/03/2019 09:47:24,20/03/19,-41.258504,174.7879384,WCP205  
MQ528808122NZ,Out for Delivery,20/03/2019 09:48:29,20/03/19,-41.2585349,174.788107,WCP205  
DP997199799NZ,Out for Delivery,20/03/2019 09:48:35,20/03/19,-41.2585349,174.788107,WCP205  
FF158612429NZ,Out for Delivery,20/03/2019 09:48:42,20/03/19,-41.2585349,174.788107,WCP205  
2662240026256701WLG001PN,Out for Delivery,20/03/2019 09:49:00,20/03/19,-41.2585349,174.788107,WCP205  
EK008789227NZ,Out for Delivery,20/03/2019 09:49:05,20/03/19,-41.2585349,174.788107,WCP205  
CO288196591NZ,Out for Delivery,20/03/2019 09:49:13,20/03/19,-41.2585349,174.788107,WCP205  
LY119737890NZ,Out for Delivery,20/03/2019 09:49:28,20/03/19,-41.2585349,174.788107,WCP205  
4348040001579401WLG001KN,Out for Delivery,20/03/2019 09:49:34,20/03/19,-41.2585349,174.788107,WCP205  
3329130251063601WLG003AS,Out for Delivery,20/03/2019 09:49:39,20/03/19,-41.2585349,174.788107,WCP205  
8230213454003401WLG000HN,Out for Delivery,20/03/2019 09:49:44,20/03/19,-41.2585349,174.788107,WCP205  
00093312591036011749,Out for Delivery,20/03/2019 09:49:48,20/03/19,-41.2585349,174.788107,WCP205  
4498800171511801WLG003AN,Out for Delivery,20/03/2019 09:49:58,20/03/19,-41.2585349,174.788107,WCP205  
8608313454000601WLG002AN,Out for Delivery,20/03/2019 09:50:13,20/03/19,-41.2585349,174.788107,WCP205  
1219320002691401WLG018AN,Out for Delivery,20/03/2019 09:50:26,20/03/19,-41.2585349,174.788107,WCP205  
LT149386185NZ,Out for Delivery,20/03/2019 09:54:02,20/03/19,-41.2584507,174.787848,WCP205  
LV146116467NZ,Out for Delivery,20/03/2019 09:54:09,20/03/19,-41.2584507,174.787848,WCP205  
1650020002657401WLG003PS,Out for Delivery,20/03/2019 09:54:12,20/03/19,-41.2584507,174.787848,WCP205  
JR369550938NZ,Out for Delivery,20/03/2019 09:54:16,20/03/19,-41.2584507,174.787848,WCP205  
LT148779764NZ,Out for Delivery,20/03/2019 09:54:21,20/03/19,-41.2584507,174.787848,WCP205  
91094210320408613867,Out for Delivery,20/03/2019 09:54:35,20/03/19,-41.2584507,174.787848,WCP205  
8230213454025301WLG000JN,Out for Delivery,20/03/2019 09:54:39,20/03/19,-41.2584507,174.787848,WCP205  
4354930000909401WLG001JS,Out for Delivery,20/03/2019 09:54:42,20/03/19,-41.2584507,174.787848,WCP205  
FF158624271NZ,Out for Delivery,20/03/2019 09:54:45,20/03/19,-41.2584507,174.787848,WCP205  
LT148989428NZ,Out for Delivery,20/03/2019 09:55:15,20/03/19,-41.2584507,174.787848,WCP205  
LT145427715NZ,Out for Delivery,20/03/2019 09:55:33,20/03/19,-41.2584507,174.787848,WCP205  
2809330796433110WLG000KN,Out for Delivery,20/03/2019 09:55:45,20/03/19,-41.2584507,174.787848,WCP205  
91094210320408525481,Out for Delivery,20/03/2019 09:55:48,20/03/19,-41.2584507,174.787848,WCP205  
HA209403475NZ,Out for Delivery,20/03/2019 09:55:56,20/03/19,-41.2584507,174.787848,WCP205  
2756990163215101WLG001JN,Out for Delivery,20/03/2019 09:55:59,20/03/19,-41.2584507,174.787848,WCP205  
LE308666932NZ,Out for Delivery,20/03/2019 09:56:11,20/03/19,-41.2584507,174.787848,WCP205  
8133723454003901WLG001JS,Out for Delivery,20/03/2019 09:56:14,20/03/19,-41.2584507,174.787848,WCP205  
2255910077401401ERR000QN,Out for Delivery,20/03/2019 09:56:41,20/03/19,-41.2584507,174.787848,WCP205  
FF158642757NZ,Out for Delivery,20/03/2019 09:56:43,20/03/19,-41.2584507,174.787848,WCP205  
3571170804661001WLG003HN,Out for Delivery,20/03/2019 09:56:46,20/03/19,-41.2584507,174.787848,WCP205  
EG654858884NZ,Out for Delivery,20/03/2019 09:56:50,20/03/19,-41.2584507,174.787848,WCP205  
EH153348223NZ,Out for Delivery,20/03/2019 09:56:57,20/03/19,-41.2584507,174.787848,WCP205  
LD017354197NZ,Out for Delivery,20/03/2019 09:57:01,20/03/19,-41.2584507,174.787848,WCP205  
2425330020836201WLG001AS,Out for Delivery,20/03/2019 09:57:04,20/03/19,-41.2584507,174.787848,WCP205  
2425330020826201WLG001AS,Out for Delivery,20/03/2019 09:57:07,20/03/19,-41.2584507,174.787848,WCP205  
SA809674196NZ,Out for Delivery,20/03/2019 09:57:14,20/03/19,-41.2584507,174.787848,WCP205  
HA212961479NZ,Out for Delivery,20/03/2019 09:57:17,20/03/19,-41.2584507,174.787848,WCP205  
LV145895369NZ,Out for Delivery,20/03/2019 09:57:22,20/03/19,-41.2584507,174.787848,WCP205  
8636513454004601WLG000JN,Out for Delivery,20/03/2019 09:57:26,20/03/19,-41.2584507,174.787848,WCP205  
4348040001577901WLG001KN,Out for Delivery,20/03/2019 09:57:29,20/03/19,-41.2584507,174.787848,WCP205  
HA167688859NZ,Out for Delivery,20/03/2019 09:57:32,20/03/19,-41.2584507,174.787848,WCP205  
00194000221013310160,Out for Delivery,20/03/2019 09:57:35,20/03/19,-41.2584507,174.787848,WCP205  
4368350002691601WLG001JS,Out for Delivery,20/03/2019 09:57:43,20/03/19,-41.2584507,174.787848,WCP205  
00194000221013307955,Out for Delivery,20/03/2019 09:57:49,20/03/19,-41.2584507,174.787848,WCP205  
91094210311901792410,Out for Delivery,20/03/2019 09:57:53,20/03/19,-41.2584507,174.787848,WCP205  
2268350117737901WLG001AS,Out for Delivery,20/03/2019 09:57:57,20/03/19,-41.2584507,174.787848,WCP205  
LV145895369NZ,Delivery,20/03/2019 10:40:03,20/03/19,-41.2469018,174.7945633,WCP205  
4368350002691601WLG001JS,Delivery,20/03/2019 10:40:55,20/03/19,-41.2462648,174.7944288,WCP205  
00194000221013307955,Delivery,20/03/2019 10:40:58,20/03/19,-41.2462648,174.7944288,WCP205  
RC002675368NZ,Delivery,20/03/2019 10:41:00,20/03/19,-41.2462648,174.7944288,WCP205  
00194000221013310160,Delivery,20/03/2019 10:41:03,20/03/19,-41.2462648,174.7944288,WCP205  
RC002675399NZ,Delivery,20/03/2019 10:41:04,20/03/19,-41.2462648,174.7944288,WCP205  
00093312591036003652,Delivery,20/03/2019 10:43:19,20/03/19,-41.2467974,174.7957958,WCP205  
LY113488664NZ,Delivery,20/03/2019 10:47:02,20/03/19,-41.2471069,174.7943037,WCP205  
3329130251008401WLG003AS,Delivery,20/03/2019 10:49:06,20/03/19,-41.2473019,174.796074,WCP205  
2268350117737901WLG001AS,Delivery,20/03/2019 10:50:24,20/03/19,-41.2471781,174.7961879,WCP205  
HA212961479NZ,Delivery,20/03/2019 10:51:49,20/03/19,-41.2458385,174.7971657,WCP205  
8636513454004601WLG000JN,Delivery,20/03/2019 10:52:15,20/03/19,-41.2457431,174.7974455,WCP205  
91094210311901792410,Delivery,20/03/2019 10:57:58,20/03/19,-41.2463365,174.7988775,WCP205  
JJ201812831NZ,Delivery,20/03/2019 10:59:23,20/03/19,-41.2459884,174.800421,WCP205  
LA904365757NZ,Delivery,20/03/2019 11:01:34,20/03/19,-41.2459069,174.7996485,WCP205  
4348040001577901WLG001KN,Delivery,20/03/2019 11:03:40,20/03/19,-41.2464818,174.8001743,WCP205  
SA809674196NZ,Delivery,20/03/2019 11:03:47,20/03/19,-41.2463632,174.8003206,WCP205  
HA167688859NZ,Delivery,20/03/2019 11:07:04,20/03/19,-41.2471945,174.799672,WCP205  
8634193454002601WLG001AN,Delivery,20/03/2019 11:08:05,20/03/19,-41.247165,174.7994791,WCP205  
2809330796410210WLG004AN,Delivery,20/03/2019 11:08:06,20/03/19,-41.247165,174.7994791,WCP205  
1167930002600206WLG015FS,Delivery,20/03/2019 11:11:17,20/03/19,-41.247853,174.7980671,WCP205  
