Tracking No,Scan Type,Scan Date,Scan Date Only,Latitude,Longitude,Run No.
1167930002600202WLG015FS,Delivery,20/03/2019 11:11:33,20/03/19,-41.247853,174.7980671,WCP205  
00194210120389453899,Delivery,20/03/2019 11:11:45,20/03/19,-41.247853,174.7980671,WCP205  
00194210120389456043,Delivery,20/03/2019 11:11:51,20/03/19,-41.247853,174.7980671,WCP205  
SG269342455NZ,Delivery,20/03/2019 11:12:00,20/03/19,-41.247853,174.7980671,WCP205  
1167930002600203WLG015FS,Delivery,20/03/2019 11:13:40,20/03/19,-41.247853,174.7980671,WCP205  
1167930002600205WLG015FS,Delivery,20/03/2019 11:14:04,20/03/19,-41.247853,174.7980671,WCP205  
1167930002600201WLG015FS,Delivery,20/03/2019 11:14:15,20/03/19,-41.247853,174.7980671,WCP205  
8230213454003401WLG000HN,Delivery,20/03/2019 11:22:23,20/03/19,-41.2469524,174.8019174,WCP205  
93094210332200620981,Delivery,20/03/2019 11:26:25,20/03/19,-41.2477047,174.8027515,WCP205  
00093312591035988158,Delivery,20/03/2019 11:28:33,20/03/19,-41.2466414,174.8030389,WCP205  
FF158642757NZ,Delivery,20/03/2019 11:30:09,20/03/19,-41.2466438,174.8035882,WCP205  
8230213454014401WLG001AN,Delivery,20/03/2019 11:32:02,20/03/19,-41.2462042,174.8036228,WCP205  
EH153348223NZ,Delivery,20/03/2019 11:37:44,20/03/19,-41.2465639,174.8041344,WCP205  
LE635665696NZ,Delivery,20/03/2019 11:38:58,20/03/19,-41.2467471,174.8035576,WCP205  
LD459321346NZ,Delivery,20/03/2019 11:40:21,20/03/19,-41.24711,174.8043221,WCP205  
OC310207201NZ,Delivery,20/03/2019 11:41:29,20/03/19,-41.2467299,174.8049128,WCP205  
2255910077401401ERR000QN,Delivery,20/03/2019 11:43:51,20/03/19,-41.2457095,174.8038413,WCP205  
4628910000024801WLG002OS,Delivery,20/03/2019 11:45:06,20/03/19,-41.2458657,174.805863,WCP205  
LD017354197NZ,Delivery,20/03/2019 11:49:53,20/03/19,-41.2456889,174.8077073,WCP205  
MQ528808122NZ,Delivery,20/03/2019 11:53:55,20/03/19,-41.2480313,174.8053044,WCP205  
EZ621385974NZ,Delivery,20/03/2019 11:54:53,20/03/19,-41.24804,174.8042654,WCP205  
4498800171511801WLG003AN,Delivery,20/03/2019 11:56:37,20/03/19,-41.2487141,174.8055407,WCP205  
3511140022538701WLG003JS,Delivery,20/03/2019 11:58:41,20/03/19,-41.248961,174.8049997,WCP205  
LP000002908NZ,Mail Acceptance,20/03/2019 12:00:42,20/03/19,-41.2482627,174.8058472,WCP205  
LP000024214NZ,Mail Acceptance,20/03/2019 12:00:52,20/03/19,-41.2482627,174.8058472,WCP205  
8608313454000601WLG002AN,Delivery,20/03/2019 12:04:13,20/03/19,-41.248309,174.8063823,WCP205  
LZ965684388NZ,Delivery,20/03/2019 12:25:46,20/03/19,-41.2477942,174.8048557,WCP205  
3571170804661001WLG003HN,Delivery,20/03/2019 12:27:39,20/03/19,-41.2471846,174.8061413,WCP205  
3914930808376401WLG015AN,Delivery,20/03/2019 12:27:42,20/03/19,-41.2471846,174.8061413,WCP205  
FF158612429NZ,Delivery,20/03/2019 12:30:58,20/03/19,-41.2476148,174.8070446,WCP205  
EG654858884NZ,Delivery,20/03/2019 12:32:08,20/03/19,-41.2482186,174.8069011,WCP205  
2425330020826201WLG001AS,Delivery,20/03/2019 12:36:14,20/03/19,-41.248968,174.8062801,WCP205  
2425330020836201WLG001AS,Delivery,20/03/2019 12:36:16,20/03/19,-41.248968,174.8062801,WCP205  
HA209403475NZ,Delivery,20/03/2019 12:57:38,20/03/19,-41.2506096,174.8020984,WCP205  
AJ004332958NZ,Delivery,20/03/2019 12:58:58,20/03/19,-41.250657,174.8022629,WCP205  
2644280009352701WLG003AS,Delivery,20/03/2019 13:02:05,20/03/19,-41.2487966,174.7987696,WCP205  
2809330796415810WLG004AN,Delivery,20/03/2019 13:03:51,20/03/19,-41.2488921,174.7988707,WCP205  
LA116165067NZ,Delivery,20/03/2019 13:04:03,20/03/19,-41.2488921,174.7988707,WCP205  
4444060001182101WLG002DN,Delivery,20/03/2019 13:06:05,20/03/19,-41.2498339,174.8023749,WCP205  
2952231258813301WLG005AS,Delivery,20/03/2019 13:07:59,20/03/19,-41.2484606,174.8025343,WCP205  
4503750010224101WLG001AS,Delivery,20/03/2019 13:08:00,20/03/19,-41.2484606,174.8025343,WCP205  
4666960004267101WLG002FN,Delivery,20/03/2019 13:08:02,20/03/19,-41.2484606,174.8025343,WCP205  
LE308666932NZ,Delivery,20/03/2019 13:10:05,20/03/19,-41.2487725,174.8012927,WCP205  
3551260207224901WLG003JN,Delivery,20/03/2019 13:10:59,20/03/19,-41.2484241,174.7992824,WCP205  
4536540000101002WLG015AS,Delivery,20/03/2019 13:12:13,20/03/19,-41.2479149,174.798362,WCP205  
8133723454003901WLG001JS,Delivery,20/03/2019 13:13:54,20/03/19,-41.2478407,174.7980863,WCP205  
CO289165595NZ,Delivery,20/03/2019 13:15:47,20/03/19,-41.2457836,174.7960654,WCP205  
FF158693555NZ,Acceptance,20/03/2019 13:17:33,20/03/19,-41.2438387,174.7934754,WCP205  
2756990163215101WLG001JN,Attempted Delivery,20/03/2019 13:19:51,20/03/19,-41.2439777,174.7940728,WCP205  
EE049904911NZ,Delivery,20/03/2019 13:25:31,20/03/19,-41.2432053,174.7959326,WCP205  
MQ325538350NZ,Delivery,20/03/2019 13:27:49,20/03/19,-41.2435142,174.7964162,WCP205  
91094210325010570527,Delivery,20/03/2019 13:30:42,20/03/19,-41.2404238,174.7951392,WCP205  
91094210320408607316,Delivery,20/03/2019 13:33:22,20/03/19,-41.2410524,174.7951998,WCP205  
4237240005728101WLG008AS,Delivery,20/03/2019 13:34:43,20/03/19,-41.2393667,174.796703,WCP205  
EK008789227NZ,Delivery,20/03/2019 13:36:30,20/03/19,-41.2399083,174.7972916,WCP205  
OD112612073NZ,Delivery,20/03/2019 13:37:42,20/03/19,-41.2398637,174.7978511,WCP205  
3329130251063601WLG003AS,Delivery,20/03/2019 13:39:03,20/03/19,-41.2406584,174.7975345,WCP205  
LT147995965NZ,Delivery,20/03/2019 13:47:51,20/03/19,-41.2516186,174.8046133,WCP205  
LY119429134NZ,Delivery,20/03/2019 13:50:03,20/03/19,-41.2532901,174.8020482,WCP205  
1167930002600204WLG015FS,Out for Delivery,20/03/2019 13:55:16,20/03/19,-41.2585474,174.7881373,WCP205  
4575540000336701AKL001JN,Acceptance,20/03/2019 13:57:44,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000327001TGA001JN,Acceptance,20/03/2019 13:57:47,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000336401NEL001JP,Acceptance,20/03/2019 13:57:50,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000339401ROT001JP,Acceptance,20/03/2019 13:57:52,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000341001AKL001JN,Acceptance,20/03/2019 13:57:55,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000334201WLG001JN,Acceptance,20/03/2019 13:57:59,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000327701CHC001JP,Acceptance,20/03/2019 13:58:01,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000335501NEL001JN,Acceptance,20/03/2019 13:58:05,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000337501AKL001JN,Acceptance,20/03/2019 13:58:06,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000333001THA001JN,Acceptance,20/03/2019 13:58:10,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000331901WLG001JN,Acceptance,20/03/2019 13:58:14,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000338401QUT001JN,Acceptance,20/03/2019 13:58:17,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000340001IVC001JP,Acceptance,20/03/2019 13:58:27,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000337801HAS001JN,Acceptance,20/03/2019 13:58:37,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000338501HAS001JP,Acceptance,20/03/2019 13:58:42,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000338601AKL001JN,Acceptance,20/03/2019 13:58:48,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000339601CHC001JN,Acceptance,20/03/2019 13:58:50,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000338801STR001JN,Acceptance,20/03/2019 13:58:54,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000338001PLN001JN,Acceptance,20/03/2019 13:58:57,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000339201CHC001JN,Acceptance,20/03/2019 13:59:01,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000335701AKL001JN,Acceptance,20/03/2019 13:59:05,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000335301NEL001JN,Acceptance,20/03/2019 13:59:09,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000334401TGA001JN,Acceptance,20/03/2019 13:59:12,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000335901AKL001JN,Acceptance,20/03/2019 13:59:16,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000348701AKL001JN,Acceptance,20/03/2019 13:59:19,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000345101IVC001JN,Acceptance,20/03/2019 13:59:27,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000337401TGA001JN,Acceptance,20/03/2019 13:59:30,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000335201NPY001JN,Acceptance,20/03/2019 13:59:33,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000337701WRE001JN,Acceptance,20/03/2019 13:59:36,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000334701OTO001JN,Acceptance,20/03/2019 13:59:39,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000339901WPT001JN,Acceptance,20/03/2019 13:59:48,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000333601AKL001JN,Acceptance,20/03/2019 13:59:56,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000337201AKL001JN,Acceptance,20/03/2019 14:00:02,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000344901WTR001JN,Acceptance,20/03/2019 14:00:04,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000344101CHC001JN,Acceptance,20/03/2019 14:00:06,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000336301WHB001JN,Acceptance,20/03/2019 14:00:11,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000345501NEL001JP,Acceptance,20/03/2019 14:00:13,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000345601AKL001JN,Acceptance,20/03/2019 14:00:20,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000343101DUD001JN,Acceptance,20/03/2019 14:00:22,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000344401THA001JN,Acceptance,20/03/2019 14:00:27,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000343901HAM001JN,Acceptance,20/03/2019 14:00:36,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000344501NEL001JN,Acceptance,20/03/2019 14:00:39,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000337101OAM001JN,Acceptance,20/03/2019 14:00:42,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000340201AKL001JN,Acceptance,20/03/2019 14:00:49,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000340301TOK001JN,Acceptance,20/03/2019 14:00:52,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000346001WLG001JN,Acceptance,20/03/2019 14:00:56,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000343201NPY001JN,Acceptance,20/03/2019 14:00:58,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000342701WLG001JN,Acceptance,20/03/2019 14:01:01,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000345801AKL001JN,Acceptance,20/03/2019 14:01:04,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000333901CHC001JN,Acceptance,20/03/2019 14:01:14,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000343401AKL001JN,Acceptance,20/03/2019 14:01:16,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000340901AKL001JN,Acceptance,20/03/2019 14:01:22,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000341301OAM001JP,Acceptance,20/03/2019 14:01:24,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000331501AKL001DN,Acceptance,20/03/2019 14:01:32,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000341501TIM001JN,Acceptance,20/03/2019 14:01:34,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000347701WRE001JU,Acceptance,20/03/2019 14:01:39,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000326801GOR001JN,Acceptance,20/03/2019 14:01:40,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000342801NEL001JP,Acceptance,20/03/2019 14:01:49,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000340501WLG001JN,Acceptance,20/03/2019 14:01:51,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000340401AKL001JN,Acceptance,20/03/2019 14:01:53,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000346901TIM001JN,Acceptance,20/03/2019 14:02:05,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000341401GIS001JN,Acceptance,20/03/2019 14:02:07,20/03/19,-41.2586129,174.7880655,WCP205  
4575540000341701AKL001JN,Acceptance,20/03/2019 14:02:08,20/03/19,-41.2586129,174.7880655,WCP205  
3666920402089001WLG015AN,Out for Delivery,20/03/2019 14:03:10,20/03/19,-41.2585593,174.7879227,WCP205  
FF158693555NZ,Acceptance,20/03/2019 14:05:00,20/03/19,-41.2586108,174.7880749,WCP205  
2756990163215101WLG001JN,In Depot,20/03/2019 14:05:26,20/03/19,-41.2586092,174.7880716,WCP205  
LP000002925NZ,Mail Acceptance,20/03/2019 14:13:52,20/03/19,-41.2511881,174.7731192,WCP205  
LS000092951NZ,Mail Acceptance,20/03/2019 14:15:06,20/03/19,-41.251219,174.7731621,WCP205  
LS000002647NZ,Mail Acceptance,20/03/2019 14:20:02,20/03/19,-41.2569991,174.7658905,WCP205  
LS000002633NZ,Mail Acceptance,20/03/2019 14:20:18,20/03/19,-41.2569636,174.7659513,WCP205  
1167930002600204WLG015FS,Delivery,20/03/2019 14:30:06,20/03/19,-41.2478696,174.7980825,WCP205  
2809330796433110WLG000KN,Delivery,20/03/2019 14:36:03,20/03/19,-41.2427612,174.8007417,WCP205  
LT145427715NZ,Delivery,20/03/2019 14:36:12,20/03/19,-41.2427725,174.8007376,WCP205  
MQ640484405NZ,Delivery,20/03/2019 14:38:13,20/03/19,-41.2408002,174.7985273,WCP205  
2952235638808901WLG001AS,Delivery,20/03/2019 15:00:24,20/03/19,-41.2434756,174.7990523,WCP205  
MR569129155NZ,Delivery,20/03/2019 15:03:38,20/03/19,-41.2422208,174.8028662,WCP205  
91094210320408525481,Delivery,20/03/2019 15:06:25,20/03/19,-41.2417074,174.7962792,WCP205  
3889920026122501WLG027AS,Delivery,20/03/2019 15:09:48,20/03/19,-41.242589,174.7939537,WCP205  
DP997199799NZ,Delivery,20/03/2019 15:11:41,20/03/19,-41.2424067,174.793881,WCP205  
2772650007066801AKL001BN,Delivery,20/03/2019 15:16:50,20/03/19,-41.241659,174.7925245,WCP205  
CO288196591NZ,Delivery,20/03/2019 15:18:44,20/03/19,-41.2413868,174.7926135,WCP205  
JR369550938NZ,Delivery,20/03/2019 15:20:24,20/03/19,-41.2408609,174.7938925,WCP205  
4517650035839301WLG002PN,Delivery,20/03/2019 15:21:57,20/03/19,-41.2399533,174.7934794,WCP205  
3914930066593701WLG015AN,Delivery,20/03/2019 15:22:00,20/03/19,-41.2399533,174.7934794,WCP205  
LT149386185NZ,Delivery,20/03/2019 15:25:31,20/03/19,-41.2402144,174.7944927,WCP205  
00394198420031542807,Delivery,20/03/2019 15:27:07,20/03/19,-41.2376353,174.7975484,WCP205  
4354930000909401WLG001JS,Delivery,20/03/2019 15:32:01,20/03/19,-41.2410487,174.7920775,WCP205  
91094210320408613867,Delivery,20/03/2019 15:35:50,20/03/19,-41.2420219,174.7917565,WCP205  
LT148779764NZ,Delivery,20/03/2019 15:37:39,20/03/19,-41.2407209,174.7905455,WCP205  
LY119737890NZ,Delivery,20/03/2019 15:41:43,20/03/19,-41.2433293,174.7917088,WCP205  
SA794447261NZ,Delivery,20/03/2019 15:44:38,20/03/19,-41.2430886,174.7910555,WCP205  
01942103130007179573,Delivery,20/03/2019 15:46:41,20/03/19,-41.2426235,174.7899701,WCP205  
FF158624271NZ,Delivery,20/03/2019 15:47:15,20/03/19,-41.2425039,174.7891695,WCP205  
8230213454025301WLG000JN,Delivery,20/03/2019 15:49:26,20/03/19,-41.2421049,174.7892575,WCP205  
3640240005776401WLG011AS,Delivery,20/03/2019 15:50:38,20/03/19,-41.2421546,174.7885649,WCP205  
LT148171568NZ,Delivery,20/03/2019 16:00:45,20/03/19,-41.2451449,174.7902776,WCP205  
4761200000393201WLG001DN,Delivery,20/03/2019 16:02:33,20/03/19,-41.2441893,174.7883922,WCP205  
2662240026256701WLG001PN,Delivery,20/03/2019 16:04:08,20/03/19,-41.2441359,174.7876284,WCP205  
2662240026256601WLG002DN,Delivery,20/03/2019 16:04:18,20/03/19,-41.2441359,174.7876284,WCP205  
00093312591036011749,Delivery,20/03/2019 16:05:10,20/03/19,-41.244177,174.7876273,WCP205  
4324470000288501WLG002AS,Attempted Delivery,20/03/2019 16:06:59,20/03/19,-41.2431506,174.7871146,WCP205  
CTC14661774,Attempted Delivery,20/03/2019 16:08:02,20/03/19,-41.2431506,174.7871146,WCP205  
4324470000288501WLG002AS,Delivery,20/03/2019 16:08:31,20/03/19,-41.243104,174.7871057,WCP205  
4348040001579401WLG001KN,Delivery,20/03/2019 16:09:35,20/03/19,-41.2431444,174.7868762,WCP205  
LV146116467NZ,Delivery,20/03/2019 16:12:15,20/03/19,-41.2454589,174.7863416,WCP205  
1650020002657401WLG003PS,Delivery,20/03/2019 16:13:03,20/03/19,-41.2450179,174.7859748,WCP205  
LT148989428NZ,Delivery,20/03/2019 16:14:44,20/03/19,-41.2453852,174.7845682,WCP205  
1219320002691404WLG010AN,Delivery,20/03/2019 16:15:44,20/03/19,-41.2457341,174.784286,WCP205  
1219320002691403WLG010AN,Delivery,20/03/2019 16:16:29,20/03/19,-41.2457341,174.784286,WCP205  
1219320002691402WLG012AN,Delivery,20/03/2019 16:16:47,20/03/19,-41.2457341,174.784286,WCP205  
1219320002691401WLG018AN,Delivery,20/03/2019 16:16:53,20/03/19,-41.2457341,174.784286,WCP205  
00394198420031542364,Delivery,20/03/2019 16:18:21,20/03/19,-41.2458344,174.7841994,WCP205  
3666920402089001WLG015AN,Delivery,20/03/2019 16:20:16,20/03/19,-41.2430767,174.7811811,WCP205  
CO269482740NZ,Delivery,20/03/2019 16:22:35,20/03/19,-41.246691,174.7856415,WCP205  
BV733350975NZ,Delivery,20/03/2019 16:22:36,20/03/19,-41.246691,174.7856415,WCP205  
DP034675449NZ,Delivery,20/03/2019 16:25:50,20/03/19,-41.2436889,174.7866386,WCP205  
OC310205007NZ,Delivery,20/03/2019 16:33:28,20/03/19,-41.2467175,174.804956,WCP205  
LP000002908NZ,Mail Acceptance,20/03/2019 17:01:18,20/03/19,-41.2465777,174.790958,WCP205  
LS000003917NZ,Mail Acceptance,20/03/2019 17:01:25,20/03/19,-41.2465777,174.790958,WCP205  
LS000003903NZ,Mail Acceptance,20/03/2019 17:01:33,20/03/19,-41.2465777,174.790958,WCP205  
MQ657139737NZ,Out for Delivery,21/03/2019 08:17:13,21/03/19,-41.2585278,174.7880893,WCP205  
2268350117845001WLG002AW,Out for Delivery,21/03/2019 08:17:18,21/03/19,-41.2585278,174.7880893,WCP205  
2178350280818801WLG003HS,Out for Delivery,21/03/2019 08:17:24,21/03/19,-41.2585278,174.7880893,WCP205  
LD095501680NZ,Out for Delivery,21/03/2019 08:17:30,21/03/19,-41.2585278,174.7880893,WCP205  
8343793455024501WLG001AS,Out for Delivery,21/03/2019 08:17:37,21/03/19,-41.2585278,174.7880893,WCP205  
4639080004054901WLG005AN,Out for Delivery,21/03/2019 08:17:44,21/03/19,-41.2585278,174.7880893,WCP205  
2986680127230401WLG001AS,Out for Delivery,21/03/2019 08:17:54,21/03/19,-41.2585278,174.7880893,WCP205  
LPKEN000000410740097,Out for Delivery,21/03/2019 08:18:01,21/03/19,-41.2585278,174.7880893,WCP205  
4712450000615201WLG001ON,Out for Delivery,21/03/2019 08:18:11,21/03/19,-41.2585278,174.7880893,WCP205  
3329130251191701WLG003AS,Out for Delivery,21/03/2019 08:18:16,21/03/19,-41.2585278,174.7880893,WCP205  
LY119160792NZ,Out for Delivery,21/03/2019 08:18:28,21/03/19,-41.2585278,174.7880893,WCP205  
OD310382599NZ,Out for Delivery,21/03/2019 08:18:33,21/03/19,-41.2585278,174.7880893,WCP205  
CO273753832NZ,Out for Delivery,21/03/2019 08:18:39,21/03/19,-41.2585278,174.7880893,WCP205  
DP733412547NZ,Out for Delivery,21/03/2019 08:20:03,21/03/19,-41.2585259,174.7880869,WCP205  
BV733431461NZ,Out for Delivery,21/03/2019 08:20:07,21/03/19,-41.2585259,174.7880869,WCP205  
DP733476468NZ,Out for Delivery,21/03/2019 08:20:28,21/03/19,-41.2585259,174.7880869,WCP205  
3329130251295501WLG005AS,Out for Delivery,21/03/2019 08:20:37,21/03/19,-41.2585259,174.7880869,WCP205  
4498800171514601WLG003AN,Out for Delivery,21/03/2019 08:20:51,21/03/19,-41.2585259,174.7880869,WCP205  
LD645162716NZ,Out for Delivery,21/03/2019 08:20:56,21/03/19,-41.2585259,174.7880869,WCP205  
MQ397324668NZ,Out for Delivery,21/03/2019 08:21:05,21/03/19,-41.2585259,174.7880869,WCP205  
CO289138895NZ,Out for Delivery,21/03/2019 08:21:11,21/03/19,-41.2585259,174.7880869,WCP205  
91094210305206436689,Out for Delivery,21/03/2019 08:21:19,21/03/19,-41.2585259,174.7880869,WCP205  
92094210325010571113,Out for Delivery,21/03/2019 08:21:30,21/03/19,-41.2585259,174.7880869,WCP205  
OD112656370NZ,Out for Delivery,21/03/2019 08:21:46,21/03/19,-41.2585259,174.7880869,WCP205  
LD536874066NZ,Out for Delivery,21/03/2019 08:21:53,21/03/19,-41.2585259,174.7880869,WCP205  
CO269966765NZ,Out for Delivery,21/03/2019 08:21:56,21/03/19,-41.2585259,174.7880869,WCP205  
OC310349955NZ,Out for Delivery,21/03/2019 08:22:10,21/03/19,-41.2585259,174.7880869,WCP205  
8758443455000101WLG003AN,Out for Delivery,21/03/2019 08:22:30,21/03/19,-41.2585259,174.7880869,WCP205  
JT273033359NZ,Out for Delivery,21/03/2019 08:22:53,21/03/19,-41.2585259,174.7880869,WCP205  
MQ105131796NZ,Out for Delivery,21/03/2019 08:23:05,21/03/19,-41.2585259,174.7880869,WCP205  
3329130251264501WLG005AN,Out for Delivery,21/03/2019 08:23:12,21/03/19,-41.2585259,174.7880869,WCP205  
DP733411688NZ,Out for Delivery,21/03/2019 08:23:18,21/03/19,-41.2585259,174.7880869,WCP205  
CO282506508NZ,Out for Delivery,21/03/2019 08:24:03,21/03/19,-41.2585262,174.7880874,WCP205  
DP733412799NZ,Out for Delivery,21/03/2019 08:24:12,21/03/19,-41.2585262,174.7880874,WCP205  
LT148077029NZ,Out for Delivery,21/03/2019 08:24:27,21/03/19,-41.2585262,174.7880874,WCP205  
OD112591912NZ,Out for Delivery,21/03/2019 08:24:31,21/03/19,-41.2585262,174.7880874,WCP205  
8000003455567401WLG003AN,Out for Delivery,21/03/2019 08:24:41,21/03/19,-41.2585262,174.7880874,WCP205  
4244870000427101WLG006AS,Out for Delivery,21/03/2019 08:24:53,21/03/19,-41.2585262,174.7880874,WCP205  
4498800171525401WLG003AN,Out for Delivery,21/03/2019 08:24:59,21/03/19,-41.2585262,174.7880874,WCP205  
8547163455020401WLG004BN,Out for Delivery,21/03/2019 08:25:08,21/03/19,-41.2585262,174.7880874,WCP205  
4608190001988101WLG002AS,Out for Delivery,21/03/2019 08:25:16,21/03/19,-41.2585262,174.7880874,WCP205  
91094210311901792032,Out for Delivery,21/03/2019 08:25:32,21/03/19,-41.2585262,174.7880874,WCP205  
4666960004272801WLG002FN,Out for Delivery,21/03/2019 08:25:36,21/03/19,-41.2585262,174.7880874,WCP205  
2158101111397901WLG001AS,Out for Delivery,21/03/2019 08:25:42,21/03/19,-41.2585262,174.7880874,WCP205  
94094210329581373547,Out for Delivery,21/03/2019 08:25:50,21/03/19,-41.2585262,174.7880874,WCP205  
4498800171514701WLG003AN,Out for Delivery,21/03/2019 08:25:56,21/03/19,-41.2585262,174.7880874,WCP205  
LT147894635NZ,Out for Delivery,21/03/2019 08:26:04,21/03/19,-41.2585262,174.7880874,WCP205  
LT149130454NZ,Out for Delivery,21/03/2019 08:26:10,21/03/19,-41.2585262,174.7880874,WCP205  
FF158687585NZ,Out for Delivery,21/03/2019 08:26:17,21/03/19,-41.2585262,174.7880874,WCP205  
4267850005905201WLG003AS,Out for Delivery,21/03/2019 08:26:19,21/03/19,-41.2585262,174.7880874,WCP205  
2496260043330601ERR005AN,Out for Delivery,21/03/2019 08:26:26,21/03/19,-41.2585262,174.7880874,WCP205  
2551750000112901WLG001BS,Out for Delivery,21/03/2019 08:26:35,21/03/19,-41.2585262,174.7880874,WCP205  
2268350117927301WLG002AS,Out for Delivery,21/03/2019 08:26:47,21/03/19,-41.2585262,174.7880874,WCP205  
LA904372894NZ,Out for Delivery,21/03/2019 08:26:54,21/03/19,-41.2585262,174.7880874,WCP205  
91094210320408622586,Out for Delivery,21/03/2019 08:27:18,21/03/19,-41.2585262,174.7880874,WCP205  
91094210320408616752,Out for Delivery,21/03/2019 08:27:28,21/03/19,-41.2585262,174.7880874,WCP205  
MR245610152NZ,Out for Delivery,21/03/2019 08:27:37,21/03/19,-41.2585262,174.7880874,WCP205  
DP028042337NZ,Out for Delivery,21/03/2019 08:27:45,21/03/19,-41.2585262,174.7880874,WCP205  
EE047084119NZ,Out for Delivery,21/03/2019 08:28:58,21/03/19,-41.2585293,174.7880886,WCP205  
LY119163017NZ,Out for Delivery,21/03/2019 08:29:05,21/03/19,-41.2585293,174.7880886,WCP205  
2513700900022501WLG010AS,Out for Delivery,21/03/2019 08:29:13,21/03/19,-41.2585293,174.7880886,WCP205  
8543413455004401WLG026AN,Out for Delivery,21/03/2019 08:29:25,21/03/19,-41.2585293,174.7880886,WCP205  
00194210120389638227,Out for Delivery,21/03/2019 08:29:38,21/03/19,-41.2585293,174.7880886,WCP205  
4432380000103401WLG002AS,Out for Delivery,21/03/2019 08:30:57,21/03/19,-41.2585273,174.7880901,WCP205  
2268350117883601WLG002AS,Out for Delivery,21/03/2019 08:31:06,21/03/19,-41.2585273,174.7880901,WCP205  
RP161999708NZ,Out for Delivery,21/03/2019 08:31:13,21/03/19,-41.2585273,174.7880901,WCP205  
2268350117848801WLG002AS,Out for Delivery,21/03/2019 08:31:19,21/03/19,-41.2585273,174.7880901,WCP205  
4302950001182901WLG007AN,Out for Delivery,21/03/2019 08:32:01,21/03/19,-41.2585273,174.7880901,WCP205  
LY120126215NZ,Out for Delivery,21/03/2019 08:32:11,21/03/19,-41.2585273,174.7880901,WCP205  
1427770001328601WLG008AS,Out for Delivery,21/03/2019 08:32:31,21/03/19,-41.2585273,174.7880901,WCP205  
0330620002202701ERR003AS,Out for Delivery,21/03/2019 08:32:52,21/03/19,-41.2585274,174.7880908,WCP205  
